C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_57_753.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_57_753.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_57_753.jpg, 0, 0, 0, 7.819234E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_57_859.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_57_859.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_57_859.jpg, 0, 0, 0, 7.800007E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_57_961.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_57_961.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_57_961.jpg, 0, 0, 0, 7.988151E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_58_066.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_58_066.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_58_066.jpg, 0, 0, 0, 7.955441E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_58_175.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_58_175.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_58_175.jpg, 0, 0, 0, 7.839001E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_58_276.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_58_276.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_58_276.jpg, 0, 0, 0, 7.887322E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_58_380.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_58_380.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_58_380.jpg, 0, 0, 0, 8.039102E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_58_487.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_58_487.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_58_487.jpg, 0, 0, 0, 7.874236E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_58_589.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_58_589.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_58_589.jpg, 0, 0, 0, 7.794993E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_58_695.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_58_695.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_58_695.jpg, 0, 0, 0, 7.803465E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_58_797.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_58_797.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_58_797.jpg, 0, 0, 0, 7.808262E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_58_898.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_58_898.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_58_898.jpg, 0, 0, 0, 8.03393E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_59_009.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_59_009.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_59_009.jpg, 0, 0, 0, 7.853829E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_59_117.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_59_117.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_59_117.jpg, 0, 0, 0, 7.831732E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_59_218.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_59_218.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_59_218.jpg, 0, 0, 0, 7.959677E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_59_327.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_59_327.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_59_327.jpg, 0, 0, 0, 7.83842E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_59_431.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_59_431.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_59_431.jpg, 0, 0, 0, 7.804247E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_59_533.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_59_533.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_59_533.jpg, 0, 0, 0, 7.849879E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_59_640.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_59_640.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_59_640.jpg, 0, 0, 0, 7.943192E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_33_59_974.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_33_59_974.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_33_59_974.jpg, 0, 0, 0, 7.899963E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_34_00_077.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_34_00_077.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_34_00_077.jpg, 0, 0, 0, 7.802941E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_34_00_179.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_34_00_179.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_34_00_179.jpg, 0, 0, 0, 8.214363E-05
C:\Users\veera\Desktop\Data\IMG\center_2021_01_07_11_34_00_281.jpg, C:\Users\veera\Desktop\Data\IMG\left_2021_01_07_11_34_00_281.jpg, C:\Users\veera\Desktop\Data\IMG\right_2021_01_07_11_34_00_281.jpg, 0, 0, 0, 7.802382E-05
